,Argument,Debate,Scheme,id,prediction_w_evidence,p_True_w_evidence,p__True_w_evidence,p_False_w_evidence,p__False_w_evidence,p_None_w_evidence,p__None_w_evidence,p_Support_w_evidence,p__Support_w_evidence,p_Refute_w_evidence,p__Refute_w_evidence,targeted_jaccard_sim,prediction_wo_evidence,p_True_wo_evidence,p__True_wo_evidence,p_False_wo_evidence,p__False_wo_evidence,p_None_wo_evidence,p__None_wo_evidence,p_Support_wo_evidence,p__Support_wo_evidence,p_Refute_wo_evidence,p__Refute_wo_evidence,evidence_stance,diff_p_None_scaled,diff_p_True_scaled,diff_p_False_scaled
299,"If drugs were legalised, the drug trade would be less able to fuel serious crime.",Should all drugs be legalized? ,2,300,None.,8.454977796645835e-05,0.109250970184803,0.0001340587332379,0.2241684347391128,0.0001762168831191,0.4528326988220215,5.7239500250716446e-08,8.911481927498244e-06,3.152288741148368e-07,8.131073991535231e-05,0.4,None.,0.0001982430403586,0.1517695784568786,0.0002410022425465,0.1979448497295379,0.0002752332075033,0.3114109635353088,3.506180235035572e-08,3.081545628447202e-06,2.0604784367606046e-07,2.2680942493025213e-05,supports,-0.35975427995189435,-0.5735044326725567,-0.44374487215805003
300,"Around half of the total income of criminal organisations comes from illicit drug trafficking. Without this, they would lose significant power.",Should all drugs be legalized? ,4,301,None.,0.0001566669525345,0.148106187582016,0.0002503530704416,0.2519370913505554,0.000155447749421,0.281056135892868,5.868763253147336e-08,5.84192139285733e-06,1.4398224834621942e-07,2.87549446511548e-05,0.0,None.,0.0001982430403586,0.1517695784568786,0.0002410022425465,0.1979448497295379,0.0002752332075033,0.3114109635353088,3.506180235035572e-08,3.081545628447202e-06,2.0604784367606046e-07,2.2680942493025213e-05,supports,-0.43521441024104557,-0.20972281170069526,9.353082008838858e-06
301,The legalisation of alcohol after Prohibition in the US greatly decreased the ability of gangs to make money from alcohol sales.,Should all drugs be legalized? ,7,302,None.,4.998965232516639e-05,0.0579017847776412,0.0001218073884956,0.151363730430603,0.0002660517930053,0.5986551642417908,1.878112954045719e-08,2.055275217571761e-06,7.060290130311841e-08,1.6102965673781e-05,0.0,None.,0.0001982430403586,0.1517695784568786,0.0002410022425465,0.1979448497295379,0.0002752332075033,0.3114109635353088,3.506180235035572e-08,3.081545628447202e-06,2.0604784367606046e-07,2.2680942493025213e-05,supports,-0.0333586727462381,-0.7478365332031804,-0.49457985449202635
302,"Legalization of drugs would have significant economic benefits for the state and its citizens, rather than criminal gangs.",Should all drugs be legalized? ,2,303,None.,0.0001592534244991,0.2173462361097335,8.261959010269493e-05,0.1181690841913223,0.0001580141251906,0.4060561954975128,8.654581762357338e-08,1.1672265827655792e-05,2.2186748083186106e-07,5.813013922306709e-05,0.2,None.,0.0001982430403586,0.1517695784568786,0.0002410022425465,0.1979448497295379,0.0002752332075033,0.3114109635353088,3.506180235035572e-08,3.081545628447202e-06,2.0604784367606046e-07,2.2680942493025213e-05,supports,-0.4258900420338799,-0.19667583683629974,-0.6571833140235035
303,"Legalisation would create jobs, which would likely improve employment rates. This would prevent people from turning to crime in order to generate income.",Should all drugs be legalized? ,3,304,None.  I am not sure.  I,0.0001233264774782,0.2046175003051757,8.677101868670434e-05,0.1618657708168029,0.0001571220200276,0.4399967789649963,8.439270970939107e-08,1.3622327060147654e-05,1.8505208743135881e-07,6.398093682946637e-05,0.0,None.,0.0001982430403586,0.1517695784568786,0.0002410022425465,0.1979448497295379,0.0002752332075033,0.3114109635353088,3.506180235035572e-08,3.081545628447202e-06,2.0604784367606046e-07,2.2680942493025213e-05,supports,-0.4291313121229526,-0.37790261259554997,-0.6399576295645367
304,"Drug legalisation is not necessary for governments to funnel more money into harm reduction and other social programmes, which could equally combat socioeconomic deprivation.",Should all drugs be legalized? ,6,305,None.,7.545998232671991e-05,0.0759374350309372,0.0002435878413962,0.324743241071701,0.0001988105941563,0.3978837132453918,3.128916503669643e-08,2.8469801236497005e-06,2.243031502757731e-07,4.0707611333346e-05,0.0,None.,0.0001982430403586,0.1517695784568786,0.0002410022425465,0.1979448497295379,0.0002752332075033,0.3114109635353088,3.506180235035572e-08,3.081545628447202e-06,2.0604784367606046e-07,2.2680942493025213e-05,refutes,-0.2776649447217728,-0.6193562094779164,2.5862221350342555e-06
305,Redistributive policies aim to tax certain wealthier demographics more heavily and use this revenue for positive community investment.,Should all drugs be legalized? ,0,306,,5.458648593048565e-05,0.0540802255272865,0.0001220552585436,0.1577136665582656,0.0003141235501971,0.6140989661216736,2.348977190536061e-08,2.0675181531260023e-06,7.516239719507213e-08,1.3964314348413607e-05,0.0,None.,0.0001982430403586,0.1517695784568786,0.0002410022425465,0.1979448497295379,0.0002752332075033,0.3114109635353088,3.506180235035572e-08,3.081545628447202e-06,2.0604784367606046e-07,2.2680942493025213e-05,not_applicable,3.890104955444408e-05,-0.7246486644285486,-0.4935513576391301
306,Research shows that there is a positive correlation between a region's unemployment rate and the amount of property crimes reported in the area.,Should all drugs be legalized? ,4,307,,6.68809370836243e-05,0.0492407344281673,8.791332948021591e-05,0.0905675664544105,0.0005059062968939,0.7465564012527466,3.543501492231371e-08,3.862642188323662e-06,8.001016027492369e-08,1.539686491014436e-05,0.0,None.,0.0001982430403586,0.1517695784568786,0.0002410022425465,0.1979448497295379,0.0002752332075033,0.3114109635353088,3.506180235035572e-08,3.081545628447202e-06,2.0604784367606046e-07,2.2680942493025213e-05,not_applicable,0.00023073659576394045,-0.6626316012776842,-0.6352177948582635
307,"The legalisation of drugs may create a drugs market that competes with the alcohol industry, jeopardising jobs in the latter.",Should all drugs be legalized? ,3,308,None. (The question is not related to the,0.0001193372081615,0.1173103377223014,0.0001967537828022,0.2157667279243469,0.0002627007779665,0.4639713764190674,5.7288900734420174e-08,6.499965365946991e-06,3.087948527991103e-07,6.000651410431601e-05,0.2,None.,0.0001982430403586,0.1517695784568786,0.0002410022425465,0.1979448497295379,0.0002752332075033,0.3114109635353088,3.506180235035572e-08,3.081545628447202e-06,2.0604784367606046e-07,2.2680942493025213e-05,refutes,-0.04553385708971815,-0.3980257367641657,-0.18360185895682082
308,Studies indicate that cannabis could be a substitute for alcohol if legalised for recreational use.,Should all drugs be legalized? ,4,309,None.,2.487774690962397e-05,0.0288152825087308,0.0002115790557581,0.3196273744106293,0.0002050694456556,0.4798175394535064,2.508612517715392e-08,3.815126092376886e-06,8.511426585755545e-08,2.247517113573849e-05,0.2,None.,0.0001982430403586,0.1517695784568786,0.0002410022425465,0.1979448497295379,0.0002752332075033,0.3114109635353088,3.506180235035572e-08,3.081545628447202e-06,2.0604784367606046e-07,2.2680942493025213e-05,insufficient-neutral,-0.2549247690137781,-0.8745088510314267,-0.12208677594658884
309,A 10-year study found that monthly alcohol sales dipped by 15% in US counties when medical marijuana was legalised.,Should all drugs be legalized? ,0,310,None. (The question is not related to the,6.856909021735191e-05,0.0576541125774383,9.822069114306942e-05,0.1052169129252433,0.0003649341524578,0.6649913787841797,3.8597026019715486e-08,4.101839749637293e-06,9.571532189056597e-08,2.200177550548688e-05,0.0,None.,0.0001982430403586,0.1517695784568786,0.0002410022425465,0.1979448497295379,0.0002752332075033,0.3114109635353088,3.506180235035572e-08,3.081545628447202e-06,2.0604784367606046e-07,2.2680942493025213e-05,insufficient-neutral,8.972564043031089e-05,-0.6541160280163283,-0.5924490572982187
310,"The sensations felt when consuming marijuana and alcohol are very different. As such, they are not interchangeable, meaning that people may use both.",Should all drugs be legalized? ,3,311,None.,3.283718979218975e-05,0.0488372780382633,0.0001860353368101,0.3389979004859924,0.0001654632651479,0.4490992426872253,2.000528631640464e-08,2.8469528388086478e-06,6.216460235464183e-08,1.8134418496629223e-05,0.0,None.,0.0001982430403586,0.1517695784568786,0.0002410022425465,0.1979448497295379,0.0002752332075033,0.3114109635353088,3.506180235035572e-08,3.081545628447202e-06,2.0604784367606046e-07,2.2680942493025213e-05,insufficient-neutral,-0.39882521208522376,-0.8343589276436093,-0.22807632474952785
311,"Many find marijuana to be more relaxing and calming, and alcohol more energising and stimulating.",Should all drugs be legalized? ,0,312,None.,5.441175744635984e-05,0.0719754472374916,0.0001502356899436,0.2359984070062637,0.0001899157068692,0.4842372834682464,1.6538693969891938e-08,1.7627812667342369e-06,6.162899524042588e-08,1.343875646853121e-05,0.2,None.,0.0001982430403586,0.1517695784568786,0.0002410022425465,0.1979448497295379,0.0002752332075033,0.3114109635353088,3.506180235035572e-08,3.081545628447202e-06,2.0604784367606046e-07,2.2680942493025213e-05,insufficient-neutral,-0.30998258316296035,-0.7255300496404065,-0.37662119507202146
312,"Many people see marijuana as being safer than alcohol, so may make the switch even if the sensations felt are different.",Should all drugs be legalized? ,6,313,None.,6.346439477056265e-05,0.0718064084649086,0.0001354078704025,0.1722546219825744,0.0002451920008752,0.5474240779876709,2.1752281753606443e-08,2.088438350256183e-06,6.75272531225346e-08,1.461033389205113e-05,0.0,None.,0.0001982430403586,0.1517695784568786,0.0002410022425465,0.1979448497295379,0.0002752332075033,0.3114109635353088,3.506180235035572e-08,3.081545628447202e-06,2.0604784367606046e-07,2.2680942493025213e-05,insufficient-supports,-0.10914819073109054,-0.6798657110193503,-0.4381468447274974
313,"Drugs are already easily accessible, and the alcohol industry is nonetheless highly successful.",Should all drugs be legalized? ,0,314,None.,0.0001135660204454,0.1008557826280593,0.0002088798646582,0.1855021566152572,0.0002258529857499,0.3927080929279327,4.258353669683856e-08,3.323885039208108e-06,1.3585986380348913e-07,2.0601277356036007e-05,0.2,None.,0.0001982430403586,0.1517695784568786,0.0002410022425465,0.1979448497295379,0.0002752332075033,0.3114109635353088,3.506180235035572e-08,3.081545628447202e-06,2.0604784367606046e-07,2.2680942493025213e-05,supports,-0.17941229621722868,-0.42713741556842816,-0.1332866348000981
314,"If the legalisation of drugs makes them cheaper than alcohol, people might be financially motivated to begin consuming only drugs.",Should all drugs be legalized? ,3,315,None.,9.949602099368347e-05,0.1285637468099594,0.0001414123689755,0.2119657844305038,0.0001844364887801,0.4629758596420288,7.12137193659146e-08,1.0283971278113311e-05,2.2368006113993038e-07,6.679847138002515e-05,0.4,None.,0.0001982430403586,0.1517695784568786,0.0002410022425465,0.1979448497295379,0.0002752332075033,0.3114109635353088,3.506180235035572e-08,3.081545628447202e-06,2.0604784367606046e-07,2.2680942493025213e-05,refutes,-0.3298901304346111,-0.4981109005708042,-0.41323214472489694
315,"In a behavioural study conducted on misusers of both alcohol and illicit drugs, results indicated that which drugs users choose to use is not a decision solely influenced by economic considerations.",Should all drugs be legalized? ,4,316,None. (The question is not related to the,4.475488094612956e-05,0.054752342402935,0.0001444705267203,0.219959869980812,0.0002438401570543,0.5616872310638428,1.7535530361101337e-08,2.7407502329879208e-06,8.423117492384335e-08,2.268066964461468e-05,0.2,None.,0.0001982430403586,0.1517695784568786,0.0002410022425465,0.1979448497295379,0.0002752332075033,0.3114109635353088,3.506180235035572e-08,3.081545628447202e-06,2.0604784367606046e-07,2.2680942493025213e-05,insufficient-neutral,-0.1140598212467644,-0.7742423599578937,-0.40054281157809046
316,"Studies indicate that alcohol consumption is common among drug misusers, suggesting that consumption of one often accompanies the other.",Should all drugs be legalized? ,4,317,None.,2.1693094822694547e-05,0.0269568841904401,5.9896556194871664e-05,0.0978368446230888,0.0002902504056692,0.7576156854629517,1.2175158659033514e-08,2.277521389260073e-06,6.398044405386828e-08,2.0062832845724188e-05,0.0,None.,0.0001982430403586,0.1517695784568786,0.0002410022425465,0.1979448497295379,0.0002752332075033,0.3114109635353088,3.506180235035572e-08,3.081545628447202e-06,2.0604784367606046e-07,2.2680942493025213e-05,insufficient-neutral,1.502133253543466e-05,-0.8905732338272552,-0.751468884430339
317,"The legal cannabis industry in the US currently supports 321,000 full-time jobs and creates jobs at a faster rate than any other US industry.",Should all drugs be legalized? ,0,318,None.,4.3728046875912696e-05,0.0510463714599609,0.0001008795588859,0.1454175859689712,0.0002309155825059,0.6416124701499939,2.294294887406068e-08,2.1770913463114998e-06,2.7165722116251345e-08,5.9179478739679325e-06,0.0,None.,0.0001982430403586,0.1517695784568786,0.0002410022425465,0.1979448497295379,0.0002752332075033,0.3114109635353088,3.506180235035572e-08,3.081545628447202e-06,2.0604784367606046e-07,2.2680942493025213e-05,insufficient-supports,-0.16101845194994738,-0.7794220326886965,-0.581416513722125
318,"Particularly between poorer countries, and in areas like Central America, it is often difficult to monitor and control movements across borders, meaning that drug smuggling will remain rampant.",Should all drugs be legalized? ,3,319,False.,7.985690899658948e-05,0.1115718334913253,0.0002292754070367,0.3658299446105957,0.0001134995545726,0.3032836616039276,1.988846776157516e-08,2.355608103243867e-06,4.52150139551577e-08,1.215115116792731e-05,0.0,None.,0.0001982430403586,0.1517695784568786,0.0002410022425465,0.1979448497295379,0.0002752332075033,0.3114109635353088,3.506180235035572e-08,3.081545628447202e-06,2.0604784367606046e-07,2.2680942493025213e-05,insufficient-refutes,-0.5876240530632949,-0.5971767339113794,-0.04865861572859589
319,"The sale of drugs with potentially fatal or otherwise highly dangerous effects is likely to stay banned even if drugs are legalised, so there will remain a black market demand for these substances (p. 1-2).",Should all drugs be legalized? ,3,320,False.,9.54823917709291e-05,0.1150005161762237,0.0003385144809726,0.4408420026302337,8.360717038158327e-05,0.162176713347435,2.754492278711496e-08,2.8497265702753798e-06,1.576609918174654e-07,3.458142964518629e-05,0.2,None.,0.0001982430403586,0.1517695784568786,0.0002410022425465,0.1979448497295379,0.0002752332075033,0.3114109635353088,3.506180235035572e-08,3.081545628447202e-06,2.0604784367606046e-07,2.2680942493025213e-05,refutes,-0.6962315298360906,-0.5183569037368884,9.753574475931544e-05
320,"There will still be a black market demand for drugs in places where they are legalised. Thus, criminals can continue to generate drug-related income regardless.",Should all drugs be legalized? ,3,321,False.,8.688040543347597e-05,0.0945344865322113,0.0003601092321332,0.4800857305526733,0.0001047977712005,0.2097339332103729,2.9865436346199203e-08,3.6141075270279535e-06,1.5786510232373985e-07,3.537816883181222e-05,0.4,None.,0.0001982430403586,0.1517695784568786,0.0002410022425465,0.1979448497295379,0.0002752332075033,0.3114109635353088,3.506180235035572e-08,3.081545628447202e-06,2.0604784367606046e-07,2.2680942493025213e-05,refutes,-0.6192400904267938,-0.5617480176034487,0.00011913570155794279
321,"In some US states where marijuana is legal, there are still large marijuana black markets due to regulations that increase the cost of legal marijuana.",Should all drugs be legalized? ,0,322,None.,5.9383233747212216e-05,0.0677157789468765,0.0002155244583263,0.2720386385917663,0.0002040544641204,0.4627533257007599,3.034602613638526e-08,2.7343314741301583e-06,5.310313611062156e-08,1.1333488146192394e-05,0.0,None.,0.0001982430403586,0.1517695784568786,0.0002410022425465,0.1979448497295379,0.0002752332075033,0.3114109635353088,3.506180235035572e-08,3.081545628447202e-06,2.0604784367606046e-07,2.2680942493025213e-05,refutes,-0.258612483677307,-0.7004523657436124,-0.10571596326654181
322,"Despite alcohol often being very expensive due to heavy taxation, black markets for it are still much rarer in places where it is legally sold.",Should all drugs be legalized? ,7,323,None.,8.955429802881554e-05,0.0758894234895706,0.0001866471866378,0.1968421787023544,0.0002936372475232,0.5026541352272034,2.6357186655445733e-08,2.1814753381477203e-06,9.253624000393756e-08,1.394986884406535e-05,0.0,None.,0.0001982430403586,0.1517695784568786,0.0002410022425465,0.1979448497295379,0.0002752332075033,0.3114109635353088,3.506180235035572e-08,3.081545628447202e-06,2.0604784367606046e-07,2.2680942493025213e-05,supports,1.840910681741659e-05,-0.5482600656909741,-0.22553755240768142
323,"Cheaper black market alcohol is highly popular and accounts for a substantial amount of total alcohol trade in many lower-income countries in Central and Latin America and Africa,
 despite alcohol being a legally purchasable substance in such countries.",Should all drugs be legalized? ,0,324,"None.  (The question is about alcohol,",4.3731790356105193e-05,0.044353649020195,0.0002238302258774,0.3277316391468048,0.0002086327149299,0.4550102949142456,1.0311826947884128e-08,8.296358373627299e-07,1.96066665125727e-08,4.415436251292704e-06,0.0,None.,0.0001982430403586,0.1517695784568786,0.0002410022425465,0.1979448497295379,0.0002752332075033,0.3114109635353088,3.506180235035572e-08,3.081545628447202e-06,2.0604784367606046e-07,2.2680942493025213e-05,insufficient-neutral,-0.2419784050680058,-0.7794031494018697,-0.07125251818263373
324,The enforcement of the criminalisation of drugs has harmed communities around the world and should be stopped.,Should all drugs be legalized? ,5,325,None.,0.0001137715080403,0.1075546815991401,0.0001415909355273,0.1504960656166076,0.0002210203238064,0.449298232793808,7.033542459566888e-08,5.17763510288205e-06,2.5627323907428945e-07,4.817388980882242e-05,0.6,None.,0.0001982430403586,0.1517695784568786,0.0002410022425465,0.1979448497295379,0.0002752332075033,0.3114109635353088,3.506180235035572e-08,3.081545628447202e-06,2.0604784367606046e-07,2.2680942493025213e-05,supports,-0.19697072235097215,-0.4261008717657892,-0.4124912115704449
325,"Incarceration often creates, or else fails to treat, substance use disorders or other mental illnesses.",Should all drugs be legalized? ,0,326,None.,7.130464655347168e-05,0.0594876445829868,0.0001792598486645,0.1818089038133621,0.0003195652388967,0.5427811145782471,3.0356112290519384e-08,2.265380317112431e-06,7.3248465071174e-08,1.1282032573944887e-05,0.0,None.,0.0001982430403586,0.1517695784568786,0.0002410022425465,0.1979448497295379,0.0002752332075033,0.3114109635353088,3.506180235035572e-08,3.081545628447202e-06,2.0604784367606046e-07,2.2680942493025213e-05,supports,4.434423639981859e-05,-0.6403170248776987,-0.2561901218412404
326,Time spent in prison can have a lasting positive impact on an offender's life by deterring them from future crime and rehabilitating them via training and well-being programmes.,Should all drugs be legalized? ,2,327,None.,4.637958045350388e-05,0.0554255954921245,0.0001569001033203,0.2792839705944061,0.0002230000100098,0.5217711329460144,1.558903406362333e-08,1.7635486528888578e-06,7.451652095369354e-08,1.830495602916926e-05,0.0,None.,0.0001982430403586,0.1517695784568786,0.0002410022425465,0.1979448497295379,0.0002752332075033,0.3114109635353088,3.506180235035572e-08,3.081545628447202e-06,2.0604784367606046e-07,2.2680942493025213e-05,refutes,-0.18977796308562708,-0.7660468666662482,-0.3489682848489386
327,Those who have been to prison find it very hard to find employment upon their release (p. 3).,Should all drugs be legalized? ,5,328,None. (I am not sure or cannot answer,0.0001156237922259,0.1200488805770874,8.071841875789687e-05,0.0964619889855384,0.0003820892598014,0.619259238243103,3.26304352427087e-08,4.0030654417932965e-06,1.5280930654171246e-07,3.0162267648847774e-05,0.0,None.,0.0001982430403586,0.1517695784568786,0.0002410022425465,0.1979448497295379,0.0002752332075033,0.3114109635353088,3.506180235035572e-08,3.081545628447202e-06,2.0604784367606046e-07,2.2680942493025213e-05,insufficient-neutral,0.00010688547072904425,-0.41675737006076385,-0.6650719183979265
328,"Many who go to prison suffer from stigma, affecting their employment opportunities and their daily life.",Should all drugs be legalized? ,3,329,None.,2.6875577532337047e-05,0.0387410670518875,7.025669037830085e-05,0.1310593485832214,0.0002285701193613,0.7085001468658447,1.2764011181332082e-08,1.738350647428888e-06,3.422504590844255e-08,1.0361458407714965e-05,0.0,None.,0.0001982430403586,0.1517695784568786,0.0002410022425465,0.1979448497295379,0.0002752332075033,0.3114109635353088,3.506180235035572e-08,3.081545628447202e-06,2.0604784367606046e-07,2.2680942493025213e-05,insufficient-supports,-0.1695401821796541,-0.8644311675016583,-0.708481175793436
329,"Due to this, many who leave prison often continue to commit crime to make money.",Should all drugs be legalized? ,3,330,None.,5.1600669394247234e-05,0.0767433568835258,0.0001247544132638,0.23638616502285,0.0001858211471699,0.5582695007324219,1.7999651547029316e-08,2.4418436623818707e-06,5.3214812112400984e-08,1.4554636436514556e-05,0.0,None.,0.0001982430403586,0.1517695784568786,0.0002410022425465,0.1979448497295379,0.0002752332075033,0.3114109635353088,3.506180235035572e-08,3.081545628447202e-06,2.0604784367606046e-07,2.2680942493025213e-05,insufficient-neutral,-0.32485927531955966,-0.7397100584166422,-0.48235164973732825
330,It is not necessary to end drug prohibition in order to mitigate cruel and dangerous policing practices: adapting the criminal justice system with regards to drug law enforcement would be sufficient.,Should all drugs be legalized? ,6,331,None.,3.3473988878540695e-05,0.0505683496594429,0.0001699949352769,0.3621563017368316,0.0001253463997272,0.4168393313884735,1.6069487074332756e-08,1.948419594555162e-06,6.487291415169238e-08,1.998823063331656e-05,0.2,None.,0.0001982430403586,0.1517695784568786,0.0002410022425465,0.1979448497295379,0.0002752332075033,0.3114109635353088,3.506180235035572e-08,3.081545628447202e-06,2.0604784367606046e-07,2.2680942493025213e-05,refutes,-0.5445811177210617,-0.8311467135593265,-0.29463338813496537
331,"If drugs were legalised, prison systems would be less overcrowded, which is a significant social issue in the US.",Should all drugs be legalized? ,2,332,None. (I am not sure if legalizing,7.971603190526366e-05,0.1087950095534324,5.652713298331946e-05,0.0930573046207428,0.0002270898548886,0.6163657307624817,4.1661834870865284e-08,6.938353635632666e-06,2.14488764527232e-07,6.256983033381402e-05,0.4,None.,0.0001982430403586,0.1517695784568786,0.0002410022425465,0.1979448497295379,0.0002752332075033,0.3114109635353088,3.506180235035572e-08,3.081545628447202e-06,2.0604784367606046e-07,2.2680942493025213e-05,supports,-0.1749184012039056,-0.5978873620931858,-0.7654497635124168
332,"Many other countries have significantly more overcrowded prisons than the US does. Legalisation could help resolve this serious issue in those countries, too.",Should all drugs be legalized? ,2,333,None.,0.000125303529785,0.1657505184412002,0.0001292810920858,0.2030817866325378,0.0001851866109063,0.4648588299751282,2.61764849796009e-08,2.6726829673862085e-06,8.608121504494194e-08,2.2117386833997443e-05,0.0,None.,0.0001982430403586,0.1517695784568786,0.0002410022425465,0.1979448497295379,0.0002752332075033,0.3114109635353088,3.506180235035572e-08,3.081545628447202e-06,2.0604784367606046e-07,2.2680942493025213e-05,supports,-0.32716472483038,-0.3679297414005576,-0.4635689248374693
333,"In the US, the War on Drugs has led to the mass incarceration of African Americans and other minority groups.",Should all drugs be legalized? ,0,334,None. (Note: The question is not directly,0.0001277357514481,0.1357694864273071,6.422957085305825e-05,0.0651429146528244,0.00023494202469,0.5044448375701904,6.234721894315953e-08,5.190545380173717e-06,8.348869329211085e-08,1.728715687931981e-05,0.2,None.,0.0001982430403586,0.1517695784568786,0.0002410022425465,0.1979448497295379,0.0002752332075033,0.3114109635353088,3.506180235035572e-08,3.081545628447202e-06,2.0604784367606046e-07,2.2680942493025213e-05,supports,-0.14638924997019825,-0.35566085337956893,-0.7334897377950103
334,"Other countries, like Japan, have strict drug laws which are not used as instruments of social oppression.",Should all drugs be legalized? ,0,335,None.,8.078262908384204e-05,0.1085414066910743,0.0001778293662937,0.2408096343278885,0.0001764454937074,0.4360499083995819,2.52102747566596e-08,2.851975750672864e-06,8.027471665172926e-08,1.8670005374588072e-05,0.0,None.,0.0001982430403586,0.1517695784568786,0.0002410022425465,0.1979448497295379,0.0002752332075033,0.3114109635353088,3.506180235035572e-08,3.081545628447202e-06,2.0604784367606046e-07,2.2680942493025213e-05,refutes,-0.35892367309898665,-0.5925071117870514,-0.2621256781069627
335,Legalisation would increase overall drug use.,Should all drugs be legalized? ,5,336,None.,0.0001011847998597,0.122824415564537,9.961608157027511e-05,0.1391783058643341,0.0002465521683916,0.5419267416000366,7.242245203542552e-08,1.1089637155237142e-05,2.5978650342040055e-07,7.288067718036473e-05,0.0,None.,0.0001982430403586,0.1517695784568786,0.0002410022425465,0.1979448497295379,0.0002752332075033,0.3114109635353088,3.506180235035572e-08,3.081545628447202e-06,2.0604784367606046e-07,2.2680942493025213e-05,refutes,-0.10420631787810751,-0.48959217091975715,-0.5866591094020431
336,"If legal, drugs will likely be easier for individuals to access, which may lead to more people trying them.",Should all drugs be legalized? ,3,337,None.,4.665279629989527e-05,0.0488181635737419,0.0002123759040841,0.2479190975427627,0.0002157203271053,0.4559930264949798,7.33622869120154e-08,1.0532351552683394e-05,2.1604529365504282e-07,5.36970364919398e-05,0.4,None.,0.0001982430403586,0.1517695784568786,0.0002410022425465,0.1979448497295379,0.0002752332075033,0.3114109635353088,3.506180235035572e-08,3.081545628447202e-06,2.0604784367606046e-07,2.2680942493025213e-05,refutes,-0.21622710768752887,-0.7646686803455724,-0.11878038212394107
337,"Substance abuse increased during the COVID-19 pandemic despite it being harder to access drugs during periods of lockdown. 
This indicates that psychological stress, rather than ease of access, is a primary determinant of frequent drug (mis)use.",Should all drugs be legalized? ,0,338,None. (The question is not relevant to the,7.300468860194087e-05,0.0701023191213607,0.0002338280901312,0.2504835724830627,0.0002412505855318,0.4904230535030365,3.33764056392738e-08,3.809121835729457e-06,9.424852720485433e-08,1.9044411601498723e-05,0.2,None.,0.0001982430403586,0.1517695784568786,0.0002410022425465,0.1979448497295379,0.0002752332075033,0.3114109635353088,3.506180235035572e-08,3.081545628447202e-06,2.0604784367606046e-07,2.2680942493025213e-05,insufficient-refutes,-0.1234684661773328,-0.6317414802058959,-0.02976799028712688
338,"The current American opioid crisis, in which hundreds of thousands of people have become addicted to and overdosed on opioids, has been caused by easy access to certain opioids due to their legality.",Should all drugs be legalized? ,7,339,False.,6.48450295557268e-05,0.0594156384468078,0.0003117846790701,0.3755184113979339,0.0001966401177924,0.3583221733570099,2.6574467071327493e-08,2.0763138763868483e-06,5.117362888995559e-08,7.866594387451187e-06,0.0,None.,0.0001982430403586,0.1517695784568786,0.0002410022425465,0.1979448497295379,0.0002752332075033,0.3114109635353088,3.506180235035572e-08,3.081545628447202e-06,2.0604784367606046e-07,2.2680942493025213e-05,refutes,-0.28555089854104065,-0.6729013566457152,7.079949936171735e-05
339,"In many places where drugs have been legalised, their consumption has not increased.",Should all drugs be legalized? ,0,340,None.,0.0001196889425045,0.1122682392597198,0.0001741463784128,0.1794041246175766,0.0002417783252894,0.4303681254386902,6.422406784167833e-08,8.704172614670824e-06,2.257016404882961e-07,4.36884474765975e-05,0.2,None.,0.0001982430403586,0.1517695784568786,0.0002410022425465,0.1979448497295379,0.0002752332075033,0.3114109635353088,3.506180235035572e-08,3.081545628447202e-06,2.0604784367606046e-07,2.2680942493025213e-05,supports,-0.12155103854428216,-0.39625147854877635,-0.2774076432952716
340,"In some cases, drug legalisation has actually lead to decreases in drug use.",Should all drugs be legalized? ,2,341,None. (I don't have enough information to,3.373503204784356e-05,0.0316434614360332,0.0001911219733301,0.2196491658687591,0.0002737696049734,0.5269109606742859,2.0642795917069637e-08,2.415286871837452e-06,9.11247681756322e-08,1.5566160072921775e-05,0.0,None.,0.0001982430403586,0.1517695784568786,0.0002410022425465,0.1979448497295379,0.0002752332075033,0.3114109635353088,3.506180235035572e-08,3.081545628447202e-06,2.0604784367606046e-07,2.2680942493025213e-05,supports,-0.005317681478832813,-0.829829930035271,-0.20697014554450008
341,"In the US state of Colorado, there has been a drop in teen drug use following the legalisation of marijuana.",Should all drugs be legalized? ,0,342,None. (I don't have enough information to,5.597252675215714e-05,0.0576624274253845,0.0001104484035749,0.1319906115531921,0.0002978934790007,0.6199294924736023,1.9610661539104512e-08,2.111750518452027e-06,9.351155938475132e-08,1.889549457700923e-05,0.0,None.,0.0001982430403586,0.1517695784568786,0.0002410022425465,0.1979448497295379,0.0002752332075033,0.3114109635353088,3.506180235035572e-08,3.081545628447202e-06,2.0604784367606046e-07,2.2680942493025213e-05,insufficient-supports,2.2666510073670434e-05,-0.7176570403131987,-0.5417121334313326
342,Using drugs can be an important and positive experience for individuals and communities.,Should all drugs be legalized? ,2,343,None.,1.863090983533766e-05,0.0208342429250478,0.0002705895749386,0.3664219081401825,0.0001859733165474,0.4087731838226318,2.4005437637697472e-08,2.80188032775186e-06,7.194749684913404e-08,1.4453198673436418e-05,0.4,None.,0.0001982430403586,0.1517695784568786,0.0002410022425465,0.1979448497295379,0.0002752332075033,0.3114109635353088,3.506180235035572e-08,3.081545628447202e-06,2.0604784367606046e-07,2.2680942493025213e-05,supports,-0.32430640098117447,-0.9060198542070562,2.9594464724465543e-05
